DocumentNo,Pattern,Serial,InvoiceNumber,MCCQThue,Message
4IM12502-10065,6/001,C25NNT,00000014,00D5F6A4DF637346A182A9741040736499,TransactionID: 922be846-8f37-4670-9a1f-79d47da175f3 -> Invoice with fkey 4IM12502-10065- Accepted at 2/7/2025 12:09:24 PM
