90988307A,Promotion Order,,140139,1002206,100082118,78249,811,2061,8661173889660578,1,2025-02-07 09:50:05,1057348;1057447,77010,N,48,1,0,15619,749712,8,59976.96,15619,Y,N,,Y,Y,0;59976.85,,1000107,
90988307A,Promotion Order,,140139,1002206,100082118,78249,811,2061,8661173889660579,2,2025-02-07 09:50:05,1057348;1057447,77009,N,960,20,0,11343,10889280,8,871142.4,11343,Y,N,,Y,Y,0;871141.67,,1000107,
90988307A,Promotion Order,,140139,1002206,100082118,78249,811,2061,8661173889660580,3,2025-02-07 09:50:05,1057348;1057449,35030,N,48,1,0,29299,1406352,8,112508.16,29299,Y,N,,Y,Y,0;112507.41,,1000107,
90988307A,Promotion Order,,140139,1002206,100082118,78249,811,2061,8661173889660581,4,2025-02-07 09:50:05,1057348;1057449,35028,N,48,1,0,29299,1406352,8,112508.16,29299,Y,N,,Y,Y,0;112507.41,,1000107,
90988307A,Promotion Order,,140139,1002206,100082118,78249,811,2061,8661173889660582,5,2025-02-07 09:50:05,1057348;1057449,35027,N,480,10,0,19951,9576480,8,766118.4,19951,Y,N,,Y,Y,0;766117.59,,1000107,
90988307A,Promotion Order,,140139,1002206,100082118,78249,811,2061,8661173889660583,6,2025-02-07 09:50:05,1057348;1057445,80106,N,192,4,0,12269,2355648,8,188451.84,12269,Y,N,,Y,Y,0;188451.85,,1000107,
90988307A,Promotion Order,,140139,1002206,100082118,78249,811,2061,8661173889660584,7,2025-02-07 09:50:05,1057348;1056531,32056,N,3,0,3,460909,1382727,8,110618.16,460909,N,N,,Y,Y,0;0,,1000107,
90988307A,Promotion Order,,140139,1002206,100082118,78249,811,2061,11593948,8,2025-02-07 09:50:05,1056531,S2455,N,1,1,0,0,0,0,0,0,N,Y,8661173889660584,Y,N,0,,1000107,
90988307A,Promotion Order,,140139,1002206,100082118,78249,811,2061,8661173889660585,9,2025-02-07 09:50:05,1057348,51022,N,12,1,0,572727,6872724,8,549817.92,572727,N,N,,N,Y,0,,1000107,
90988307A,Promotion Order,,140139,1002206,100082118,78249,811,2061,11593950,10,2025-02-07 09:50:05,1057445,,Y,1,0,1,188451.85,188451.85,8,15076.15,0,N,N,,Y,Y,188451.85,,1000107,
90988307A,Promotion Order,,140139,1002206,100082118,78249,811,2061,11593951,11,2025-02-07 09:50:05,1057447,,Y,1,0,1,931118.52,931118.52,8,74489.48,0,N,N,,Y,Y,931118.52,,1000107,
90988307A,Promotion Order,,140139,1002206,100082118,78249,811,2061,11593952,12,2025-02-07 09:50:05,1057449,,Y,1,0,1,991132.41,991132.41,8,79290.59,0,N,N,,Y,Y,991132.41,,1000107,
