DocumentNo,Pattern,Serial,InvoiceNumber,DocumentType,MCCQThue,Message,Reversal
1SO32502-11656,1/001,C25TSG,00008560,Promotion Order,004824A66AB59B4033A7689BC30C19BA19,TransactionID: 72e936ed-9318-4a4e-8dbf-d98b7a211b41 -> Invoice with fkey 1SO32502-11656- Accepted at 2/7/2025 3:46:40 PM,Normal
