DocumentNo,Pattern,Serial,InvoiceNumber,DocumentType,MCCQThue,Message,Reversal
1AR12502-11906,1/001,C25TSG,00008935,Commercial Discount Invoice,00F86876EFEA744C61A9243E0E16F7432D,TransactionID: 2b0caaf9-6d56-4a2c-961a-88f86409dea9 -> Invoice with fkey 1AR12502-11906- Accepted at 2/7/2025 11:09:33 PM,Normal
