DocumentNo,Pattern,Serial,InvoiceNumber,MCCQThue,Message
5IM22502-10018,6/001,C25NDG,00000023,006B004D0FCC72482C98EF3143861C7AED,TransactionID: bf1c031a-408a-453d-a2ff-3b309a9b2100 -> Invoice with fkey 5IM22502-10018- Accepted at 2/10/2025 3:24:37 PM
