DocumentNo,Pattern,Serial,InvoiceNumber,MCCQThue,Message
5IM12502-10046,6/001,C25NDG,00000015,00D6DA32039E224FC584771CF3ABE0BC6A,TransactionID: ec8daa7c-3d55-4a71-b523-3439ca6d143d -> Invoice with fkey 5IM12502-10046- Accepted at 2/6/2025 1:45:26 PM
