90930306A,Promotion Order,,12287948,1002206,100082108,78152,2008,10158,8210173863101822,1,2025-02-04 08:03:38,1057348;1058472,76032,N,6,0,6,1028322,6169932,8,493594.56,1028322,N,N,,Y,Y,0;0,,1000102,
90930306A,Promotion Order,,12287948,1002206,100082108,78152,2008,10158,11571891,2,2025-02-04 08:03:38,1058472,P2415,N,6,6,0,0,0,0,0,0,N,Y,8210173863101822,Y,N,0,,1000102,
90930306A,Promotion Order,,12287948,1002206,100082108,78152,2008,10158,8210173863101823,3,2025-02-04 08:03:38,1057348;1057769,76036,N,24,0,24,596929,14326296,8,1146103.68,596929,N,N,,Y,Y,0;0,,1000102,
90930306A,Promotion Order,,12287948,1002206,100082108,78152,2008,10158,11571893,4,2025-02-04 08:03:38,1057769,P2301,N,6,6,0,0,0,0,0,0,N,Y,8210173863101823,Y,N,0,,1000102,
90930306A,Promotion Order,,12287948,1002206,100082108,78152,2008,10158,8210173863101824,5,2025-02-04 08:03:38,1057348,89016,N,24,0,24,366639,8799336,8,703946.88,366639,N,N,,N,Y,0,,1000102,
90930306A,Promotion Order,,12287948,1002206,100082108,78152,2008,10158,8210173863101825,6,2025-02-04 08:03:38,1057348,89123,N,36,3,0,785264,28269504,8,2261560.32,785264,N,N,,N,Y,0,,1000102,
90930306A,Promotion Order,,12287948,1002206,100082108,78152,2008,10158,8210173863101826,7,2025-02-04 08:03:38,1057348,89012,N,48,0,48,366639,17598672,8,1407893.76,366639,N,N,,N,Y,0,,1000102,
90930306A,Promotion Order,,12287948,1002206,100082108,78152,2008,10158,8210173863101827,8,2025-02-04 08:03:38,1057348;1057447,77010,N,480,10,0,15619,7497120,8,599769.6,15619,Y,N,,Y,Y,0;599769.44,,1000102,
90930306A,Promotion Order,,12287948,1002206,100082108,78152,2008,10158,8210173863101828,9,2025-02-04 08:03:38,1057348;1057445,80107,N,96,2,0,17593,1688928,8,135114.24,17593,Y,N,,Y,Y,0;135113.89,,1000102,
90930306A,Promotion Order,,12287948,1002206,100082108,78152,2008,10158,8210173863101829,10,2025-02-04 08:03:38,1057348;1057445,80106,N,48,1,0,12269,588912,8,47112.96,12269,Y,N,,Y,Y,0;47112.96,,1000102,
90930306A,Promotion Order,,12287948,1002206,100082108,78152,2008,10158,8210173863101830,11,2025-02-04 08:03:38,1057348,35023,N,240,10,0,36938,8865120,8,709209.6,36938,N,N,,N,Y,0,,1000102,
90930306A,Promotion Order,,12287948,1002206,100082108,78152,2008,10158,8210173863101831,12,2025-02-04 08:03:38,1057348,28007,N,240,0,240,43322,10397280,8,831782.4,43322,N,N,,N,Y,0,,1000102,
90930306A,Promotion Order,,12287948,1002206,100082108,78152,2008,10158,8210173863101832,13,2025-02-04 08:03:38,1057348,43023,N,12,0,12,279545,3354540,8,268363.2,279545,N,N,,N,Y,0,,1000102,
90930306A,Promotion Order,,12287948,1002206,100082108,78152,2008,10158,8210173863101833,14,2025-02-04 08:03:38,1057348,29043,N,24,0,24,355694,8536656,8,682932.48,355694,N,N,,N,Y,0,,1000102,
90930306A,Promotion Order,,12287948,1002206,100082108,78152,2008,10158,8210173863101834,15,2025-02-04 08:03:38,1057348,10030,N,12,0,12,408775,4905300,8,392424,408775,N,N,,N,Y,0,,1000102,
90930306A,Promotion Order,,12287948,1002206,100082108,78152,2008,10158,11571905,16,2025-02-04 08:03:38,1057445,,Y,1,0,1,182226.85,182226.85,8,14578.15,0,N,N,,Y,Y,182226.85,,1000102,
90930306A,Promotion Order,,12287948,1002206,100082108,78152,2008,10158,11571906,17,2025-02-04 08:03:38,1057447,,Y,1,0,1,599769.44,599769.44,8,47981.56,0,N,N,,Y,Y,599769.44,,1000102,
