90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027580,1,2025-02-05 14:24:35,1057348,79006,N,24,0,24,52169,1252056,8,100164.48,52169,N,N,,N,Y,0,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027581,2,2025-02-05 14:24:35,1057348;1056756,89015,N,6,0,6,785264,4711584,8,376926.72,785264,N,N,,Y,Y,0;0,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,11580975,3,2025-02-05 14:24:35,1056756,E2439,N,6,6,0,0,0,0,0,0,N,Y,8234173874027581;8234173874027582;8234173874027585,Y,N,0,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027582,4,2025-02-05 14:24:35,1057348;1056756,89017,N,6,0,6,785264,4711584,8,376926.72,785264,N,N,,Y,Y,0;0,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027583,5,2025-02-05 14:24:35,1057348,89016,N,12,0,12,366639,4399668,8,351973.44,366639,N,N,,N,Y,0,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027584,6,2025-02-05 14:24:35,1057348,89123,N,6,0,6,785264,4711584,8,376926.72,785264,N,N,,N,Y,0,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027585,7,2025-02-05 14:24:35,1057348;1056756,83008,N,6,0,6,825394,4952364,8,396189.12,825394,N,N,,Y,Y,0;0,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027586,8,2025-02-05 14:24:35,1057348;1057447,77009,N,48,0,48,11343,544464,8,43557.12,11343,Y,N,,Y,Y,0;43556.48,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027587,9,2025-02-05 14:24:35,1057348;1057449,35028,N,48,0,48,29299,1406352,8,112508.16,29299,Y,N,,Y,Y,0;112507.41,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027588,10,2025-02-05 14:24:35,1057348,29046,N,3,0,3,779792,2339376,8,187150.08,779792,N,N,,N,Y,0,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027589,11,2025-02-05 14:24:35,1057348;1057449,35027,N,48,0,48,19951,957648,8,76611.84,19951,Y,N,,Y,Y,0;76611.11,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027590,12,2025-02-05 14:24:35,1057348;1057445,80107,N,48,0,48,17593,844464,8,67557.12,17593,Y,N,,Y,Y,0;67556.48,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027591,13,2025-02-05 14:24:35,1057348,28007,N,30,0,30,43322,1299660,8,103972.8,43322,N,N,,N,Y,0,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027592,14,2025-02-05 14:24:35,1057348,65002,N,72,0,72,35185,2533320,8,202665.6,35185,N,N,,N,Y,0,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027593,15,2025-02-05 14:24:35,1057348,70009,N,1,0,1,391761,391761,8,31340.88,391761,N,N,,N,Y,0,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027594,16,2025-02-05 14:24:35,1057348,29190,N,6,0,6,779792,4678752,8,374300.16,779792,N,N,,N,Y,0,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027595,17,2025-02-05 14:24:35,1057348,29043,N,6,0,6,355694,2134164,8,170733.12,355694,N,N,,N,Y,0,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027596,18,2025-02-05 14:24:35,1057348,76178,N,1,0,1,596929,596929,8,47754.32,596929,N,N,,N,Y,0,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,8234173874027597,19,2025-02-05 14:24:35,1057348,76035,N,1,0,1,287292,287292,8,22983.36,287292,N,N,,N,Y,0,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,11580992,20,2025-02-05 14:24:35,1057445,,Y,1,0,1,67556.48,67556.48,8,5404.52,0,N,N,,Y,Y,67556.48,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,11580993,21,2025-02-05 14:24:35,1057447,,Y,1,0,1,43556.48,43556.48,8,3484.52,0,N,N,,Y,Y,43556.48,,1000102,
90964025-00,Promotion Order,,110171,1002206,100082220,78319,2008,10158,11580994,22,2025-02-05 14:24:35,1057449,,Y,1,0,1,189118.52,189118.52,8,15129.48,0,N,N,,Y,Y,189118.52,,1000102,
