2000034,Promotion Order,,12373659,1002529,100092405,81363,6364,,10191173891427982,1,2025-02-07 14:44:39,1057449,35027,N,96,0,96,20052,1924992,8,153999.36,20052,Y,N,,Y,Y,153999.07,,1000103,
2000034,Promotion Order,,12373659,1002529,100092405,81363,6364,,10191173891427983,2,2025-02-07 14:44:39,1057447,77009,N,96,0,96,11343,1088928,8,87114.24,11343,Y,N,,Y,Y,87113.89,,1000103,
2000034,Promotion Order,,12373659,1002529,100092405,81363,6364,,10191173891427984,3,2025-02-07 14:44:39,Normal Sales,89017,N,5,0,5,789250,3946250,8,315700,789250,N,N,,N,N,0,,1000103,
2000034,Promotion Order,,12373659,1002529,100092405,81363,6364,,10191173891427985,4,2025-02-07 14:44:39,Normal Sales,89016,N,6,0,6,368500,2211000,8,176880,368500,N,N,,N,N,0,,1000103,
2000034,Promotion Order,,12373659,1002529,100092405,81363,6364,,10191173891427986,5,2025-02-07 14:44:39,Normal Sales,28007,N,24,0,24,43542,1045008,8,83600.64,43542,N,N,,N,N,0,,1000103,
2000034,Promotion Order,,12373659,1002529,100092405,81363,6364,,10191173891427987,6,2025-02-07 14:44:39,Normal Sales,35023,N,24,0,24,37125,891000,8,71280,37125,N,N,,N,N,0,,1000103,
2000034,Promotion Order,,12373659,1002529,100092405,81363,6364,,10191173891427988,7,2025-02-07 14:44:39,1057447,77008,N,96,0,96,15856,1522176,8,121774.08,15856,Y,N,,Y,Y,121774.07,,1000103,
2000034,Promotion Order,,12373659,1002529,100092405,81363,6364,,10191173891427989,8,2025-02-07 14:44:39,Normal Sales,89012,N,3,0,3,368500,1105500,8,88440,368500,N,N,,N,N,0,,1000103,
2000034,Promotion Order,,12373659,1002529,100092405,81363,6364,,10191173891427990,9,2025-02-07 14:44:39,Normal Sales,89013,N,4,0,4,789250,3157000,8,252560,789250,N,N,,N,N,0,,1000103,
2000034,Promotion Order,,12373659,1002529,100092405,81363,6364,,11596215,10,2025-02-07 14:44:39,1057447,,Y,1,0,1,208887.96,208887.96,8,16711.04,0,N,N,,Y,Y,208887.96,,1000103,
2000034,Promotion Order,,12373659,1002529,100092405,81363,6364,,11596216,11,2025-02-07 14:44:39,1057449,,Y,1,0,1,153999.07,153999.07,8,12319.93,0,N,N,,Y,Y,153999.07,,1000103,
