4168452812,Promotion Order,,12293876,1002207,752004801,2233354,6364,7964,7685173875105584,1,2025-02-05 17:24:15,1057363;1056756,89015,N,3,0,3,781278,2343834,8,187506.72,781278,N,N,,Y,Y,0;0,,1000103,
4168452812,Promotion Order,,12293876,1002207,752004801,2233354,6364,7964,11585076,2,2025-02-05 17:24:15,1056756,E2439,N,2,2,0,0,0,0,0,0,N,Y,7685173875105584;7685173875105591,Y,N,0,,1000103,
4168452812,Promotion Order,,12293876,1002207,752004801,2233354,6364,7964,7685173875105585,3,2025-02-05 17:24:15,1057363;1057449,35027,N,96,2,0,19850,1905600,8,152448,19850,Y,N,,Y,Y,0;152447.22,,1000103,
4168452812,Promotion Order,,12293876,1002207,752004801,2233354,6364,7964,7685173875105586,4,2025-02-05 17:24:15,1057363,29043,N,1,0,1,353889,353889,8,28311.12,353889,N,N,,N,Y,0,,1000103,
4168452812,Promotion Order,,12293876,1002207,752004801,2233354,6364,7964,7685173875105587,5,2025-02-05 17:24:15,1057363,89012,N,5,0,5,364778,1823890,8,145911.2,364778,N,N,,N,Y,0,,1000103,
4168452812,Promotion Order,,12293876,1002207,752004801,2233354,6364,7964,7685173875105588,6,2025-02-05 17:24:15,1057363,43023,N,1,0,1,279545,279545,8,22363.6,279545,N,N,,N,Y,0,,1000103,
4168452812,Promotion Order,,12293876,1002207,752004801,2233354,6364,7964,7685173875105589,7,2025-02-05 17:24:15,1057363,45032,N,1,0,1,388636,388636,8,31090.88,388636,N,N,,N,Y,0,,1000103,
4168452812,Promotion Order,,12293876,1002207,752004801,2233354,6364,7964,7685173875105590,8,2025-02-05 17:24:15,1057363,10029,N,1,0,1,200900,200900,8,16072,200900,N,N,,N,Y,0,,1000103,
4168452812,Promotion Order,,12293876,1002207,752004801,2233354,6364,7964,7685173875105591,9,2025-02-05 17:24:15,1057363;1056756,89014,N,4,0,4,781278,3125112,8,250008.96,781278,N,N,,Y,Y,0;0,,1000103,
4168452812,Promotion Order,,12293876,1002207,752004801,2233354,6364,7964,7685173875105592,10,2025-02-05 17:24:15,1057363,48040,N,3,0,3,312263,936789,8,74943.12,312263,N,N,,N,Y,0,,1000103,
4168452812,Promotion Order,,12293876,1002207,752004801,2233354,6364,7964,7685173875105593,11,2025-02-05 17:24:15,1057363,70009,N,2,0,2,389772,779544,8,62363.52,389772,N,N,,N,Y,0,,1000103,
4168452812,Promotion Order,,12293876,1002207,752004801,2233354,6364,7964,11585086,12,2025-02-05 17:24:15,1057449,,Y,1,0,1,152447.22,152447.22,8,12195.78,0,N,N,,Y,Y,152447.22,,1000103,
