2000059,Promotion Order,,12373659,1002529,100092388,81346,6364,,10191173891537594,1,2025-02-07 15:02:55,1057449,35027,N,48,0,48,20052,962496,8,76999.68,20052,Y,N,,Y,Y,76999.07,,1000103,
2000059,Promotion Order,,12373659,1002529,100092388,81346,6364,,10191173891537595,2,2025-02-07 15:02:55,1057447,77009,N,48,0,48,11343,544464,8,43557.12,11343,Y,N,,Y,Y,43556.48,,1000103,
2000059,Promotion Order,,12373659,1002529,100092388,81346,6364,,10191173891537596,3,2025-02-07 15:02:55,Normal Sales,89017,N,8,0,8,789250,6314000,8,505120,789250,N,N,,N,N,0,,1000103,
2000059,Promotion Order,,12373659,1002529,100092388,81346,6364,,10191173891537597,4,2025-02-07 15:02:55,Normal Sales,89016,N,6,0,6,368500,2211000,8,176880,368500,N,N,,N,N,0,,1000103,
2000059,Promotion Order,,12373659,1002529,100092388,81346,6364,,10191173891537598,5,2025-02-07 15:02:55,Normal Sales,65002,N,24,0,24,35185,844440,8,67555.2,35185,N,N,,N,N,0,,1000103,
2000059,Promotion Order,,12373659,1002529,100092388,81346,6364,,10191173891537599,6,2025-02-07 15:02:55,Normal Sales,35023,N,24,0,24,37125,891000,8,71280,37125,N,N,,N,N,0,,1000103,
2000059,Promotion Order,,12373659,1002529,100092388,81346,6364,,10191173891537600,7,2025-02-07 15:02:55,1057447,77008,N,48,0,48,15856,761088,8,60887.04,15856,Y,N,,Y,Y,60887.04,,1000103,
2000059,Promotion Order,,12373659,1002529,100092388,81346,6364,,10191173891537601,8,2025-02-07 15:02:55,Normal Sales,76036,N,3,0,3,599958,1799874,8,143989.92,599958,N,N,,N,N,0,,1000103,
2000059,Promotion Order,,12373659,1002529,100092388,81346,6364,,10191173891537602,9,2025-02-07 15:02:55,Normal Sales,29044,N,5,0,5,783750,3918750,8,313500,783750,N,N,,N,N,0,,1000103,
2000059,Promotion Order,,12373659,1002529,100092388,81346,6364,,10191173891537603,10,2025-02-07 15:02:55,Normal Sales,89013,N,3,0,3,789250,2367750,8,189420,789250,N,N,,N,N,0,,1000103,
2000059,Promotion Order,,12373659,1002529,100092388,81346,6364,,11596640,11,2025-02-07 15:02:55,1057447,,Y,1,0,1,104443.52,104443.52,8,8355.48,0,N,N,,Y,Y,104443.52,,1000103,
2000059,Promotion Order,,12373659,1002529,100092388,81346,6364,,11596641,12,2025-02-07 15:02:55,1057449,,Y,1,0,1,76999.07,76999.07,8,6159.93,0,N,N,,Y,Y,76999.07,,1000103,
