DocumentNo,Pattern,Serial,InvoiceNumber,DocumentType,MCCQThue,Message,Reversal
1AR12502-11521,1/001,C25TSG,00008591,Commercial Discount Invoice,00F007ED63A0BD4AC5944F638C77CF0EF2,TransactionID: 3dc2a0a5-690a-488d-9e65-aa3ed7ff3528 -> Invoice with fkey 1AR12502-11521- Accepted at 2/7/2025 4:44:26 PM,Normal
