DocumentNo,Pattern,Serial,InvoiceNumber,DocumentType,MCCQThue,Message,Reversal
1S062502-10003,1/001,C25TSG,00008737,Topline - Register Promotion Order,00E60A3DE467A04045801B1D0B745E4CF9,TransactionID: a8875c50-318b-42d7-a132-ff0f0dd522df -> Invoice with fkey 1S062502-10003- Accepted at 2/7/2025 5:20:57 PM,Normal
