DocumentNo,Pattern,Serial,InvoiceNumber,DocumentType,MCCQThue,Message,Reversal
1SO32502-11838,1/001,C25TSG,00008858,Promotion Order,00C1311F3354DB49B88D407FFFA63C5F9F,TransactionID: 177dd0a5-e17f-413e-86d2-de7aa0fb84a3 -> Invoice with fkey 1SO32502-11838- Accepted at 2/7/2025 5:54:14 PM,Normal
