M0000001594409,Promotion Order,,12293246,1010842,D10060156,43827,9358,,11579289,1,2025-02-05 10:23:15,Normal Sales,79006,N,480,20,0,51374.07,24659553.6,8,1972764.29,51374.07,N,N,,N,N,0,,1000102,
M0000001594409,Promotion Order,,12293246,1010842,D10060156,43827,9358,,11579290,2,2025-02-05 10:23:15,Normal Sales,29043,N,72,3,0,343055.55,24699999.6,8,1975999.97,343055.55,N,N,,N,N,0,,1000102,
