A250205-01001-00261,Promotion Order,,110433,1002207,100054920,61012,2008,10158,10162173881891428,1,2025-02-06 12:15:14,1057347;1057769,76036,N,16,0,16,593898,9502368,8,760189.44,593898,N,N,,Y,Y,0;0,,1000102,
A250205-01001-00261,Promotion Order,,110433,1002207,100054920,61012,2008,10158,11587653,2,2025-02-06 12:15:14,1057769,P2301,N,4,4,0,0,0,0,0,0,N,Y,10162173881891428,Y,N,0,,1000102,
