90933108,Promotion Order,,12287948,1002206,100082239,78337,2008,10158,8210173863182744,1,2025-02-04 08:17:07,1057348;1056756,89015,N,6,0,6,785264,4711584,8,376926.72,785264,N,N,,Y,Y,0;0,,1000102,
90933108,Promotion Order,,12287948,1002206,100082239,78337,2008,10158,11571970,2,2025-02-04 08:17:07,1056756,E2439,N,7,7,0,0,0,0,0,0,N,Y,8210173863182744;8210173863182745;8210173863182746;8210173863182748,Y,N,0,,1000102,
90933108,Promotion Order,,12287948,1002206,100082239,78337,2008,10158,8210173863182745,3,2025-02-04 08:17:07,1057348;1056756,89014,N,3,0,3,785264,2355792,8,188463.36,785264,N,N,,Y,Y,0;0,,1000102,
90933108,Promotion Order,,12287948,1002206,100082239,78337,2008,10158,8210173863182746,4,2025-02-04 08:17:07,1057348;1056756,89017,N,6,0,6,785264,4711584,8,376926.72,785264,N,N,,Y,Y,0;0,,1000102,
90933108,Promotion Order,,12287948,1002206,100082239,78337,2008,10158,8210173863182747,5,2025-02-04 08:17:07,1057348,89016,N,12,0,12,366639,4399668,8,351973.44,366639,N,N,,N,Y,0,,1000102,
90933108,Promotion Order,,12287948,1002206,100082239,78337,2008,10158,8210173863182748,6,2025-02-04 08:17:07,1057348;1056756,89013,N,6,0,6,785264,4711584,8,376926.72,785264,N,N,,Y,Y,0;0,,1000102,
90933108,Promotion Order,,12287948,1002206,100082239,78337,2008,10158,8210173863182749,7,2025-02-04 08:17:07,1057348,89012,N,6,0,6,366639,2199834,8,175986.72,366639,N,N,,N,Y,0,,1000102,
90933108,Promotion Order,,12287948,1002206,100082239,78337,2008,10158,8210173863182750,8,2025-02-04 08:17:07,1057348;1056754,29046,N,6,0,6,779792,4678752,8,374300.16,779792,N,N,,Y,Y,0;0,,1000102,
90933108,Promotion Order,,12287948,1002206,100082239,78337,2008,10158,11571977,9,2025-02-04 08:17:07,1056754,L2424,N,1,1,0,0,0,0,0,0,N,Y,8210173863182750,Y,N,0,,1000102,
90933108,Promotion Order,,12287948,1002206,100082239,78337,2008,10158,8210173863182751,10,2025-02-04 08:17:07,1057348,19076,N,2,0,2,814815,1629630,8,130370.4,814815,N,N,,N,Y,0,,1000102,
90933108,Promotion Order,,12287948,1002206,100082239,78337,2008,10158,8210173863182752,11,2025-02-04 08:17:07,1057348,43023,N,2,0,2,279545,559090,8,44727.2,279545,N,N,,N,Y,0,,1000102,
90933108,Promotion Order,,12287948,1002206,100082239,78337,2008,10158,8210173863182753,12,2025-02-04 08:17:07,1057348,10030,N,3,0,3,408775,1226325,8,98106,408775,N,N,,N,Y,0,,1000102,
