10091000107918,Promotion Order,,12338525_1,1002529,100077076,76533,2008,10158,9497173855846828,1,2025-02-03 11:54:28,1057358;1056754,29046,N,48,4,0,783750,37620000,8,3009600,783750,N,N,,Y,Y,0;0,,1000102,
10091000107918,Promotion Order,,12338525_1,1002529,100077076,76533,2008,10158,11564376,2,2025-02-03 11:54:28,1056754,L2424,N,9,9,0,0,0,0,0,0,N,Y,9497173855846828;9497173855846833,Y,N,0,,1000102,
10091000107918,Promotion Order,,12338525_1,1002529,100077076,76533,2008,10158,9497173855846829,3,2025-02-03 11:54:28,1057358,89014,N,24,2,0,789250,18942000,8,1515360,789250,N,N,,N,Y,0,,1000102,
10091000107918,Promotion Order,,12338525_1,1002529,100077076,76533,2008,10158,9497173855846830,4,2025-02-03 11:54:28,1057358,89015,N,60,5,0,789250,47355000,8,3788400,789250,N,N,,N,Y,0,,1000102,
10091000107918,Promotion Order,,12338525_1,1002529,100077076,76533,2008,10158,9497173855846831,5,2025-02-03 11:54:28,1057358,89017,N,36,3,0,789250,28413000,8,2273040,789250,N,N,,N,Y,0,,1000102,
10091000107918,Promotion Order,,12338525_1,1002529,100077076,76533,2008,10158,9497173855846832,6,2025-02-03 11:54:28,1057358,89016,N,24,0,24,368500,8844000,8,707520,368500,N,N,,N,Y,0,,1000102,
10091000107918,Promotion Order,,12338525_1,1002529,100077076,76533,2008,10158,9497173855846833,7,2025-02-03 11:54:28,1057358;1056754,29044,N,36,3,0,783750,28215000,8,2257200,783750,N,N,,Y,Y,0;0,,1000102,
10091000107918,Promotion Order,,12338525_1,1002529,100077076,76533,2008,10158,9497173855846834,8,2025-02-03 11:54:28,1057358,89013,N,48,4,0,789250,37884000,8,3030720,789250,N,N,,N,Y,0,,1000102,
10091000107918,Promotion Order,,12338525_1,1002529,100077076,76533,2008,10158,9497173855846835,9,2025-02-03 11:54:28,1057358,29043,N,24,0,24,357500,8580000,8,686400,357500,N,N,,N,Y,0,,1000102,
10091000107918,Promotion Order,,12338525_1,1002529,100077076,76533,2008,10158,9497173855846836,10,2025-02-03 11:54:28,1057358,89012,N,24,0,24,368500,8844000,8,707520,368500,N,N,,N,Y,0,,1000102,
