90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066489,1,2025-02-03 15:17:44,1057348;1056756,89015,N,12,1,0,785264,9423168,8,753853.44,785264,N,N,,Y,Y,0;0,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,11567732,2,2025-02-03 15:17:44,1056756,E2439,N,16,16,0,0,0,0,0,0,N,Y,10330173857066489;10330173857066490;10330173857066491;10330173857066493,Y,N,0,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066490,3,2025-02-03 15:17:44,1057348;1056756,89014,N,12,1,0,785264,9423168,8,753853.44,785264,N,N,,Y,Y,0;0,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066491,4,2025-02-03 15:17:44,1057348;1056756,89013,N,24,2,0,785264,18846336,8,1507706.88,785264,N,N,,Y,Y,0;0,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066492,5,2025-02-03 15:17:44,1057348,89012,N,24,1,0,366639,8799336,8,703946.88,366639,N,N,,N,Y,0,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066493,6,2025-02-03 15:17:44,1057348;1056756,83008,N,24,2,0,825394,19809456,8,1584756.48,825394,N,N,,Y,Y,0;0,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066494,7,2025-02-03 15:17:44,1057348;1057447,77009,N,480,10,0,11343,5444640,8,435571.2,11343,Y,N,,Y,Y,0;435570.37,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066495,8,2025-02-03 15:17:44,1057348;1057449,35030,N,144,3,0,29299,4219056,8,337524.48,29299,Y,N,,Y,Y,0;337524.07,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066496,9,2025-02-03 15:17:44,1057348;1056754,29046,N,24,2,0,779792,18715008,8,1497200.64,779792,N,N,,Y,Y,0;0,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,11567740,10,2025-02-03 15:17:44,1056754,L2424,N,6,6,0,0,0,0,0,0,N,Y,10330173857066496,Y,N,0,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066497,11,2025-02-03 15:17:44,1057348;1057449,35027,N,240,5,0,19951,4788240,8,383059.2,19951,Y,N,,Y,Y,0;383058.33,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066498,12,2025-02-03 15:17:44,1057348;1057445,80106,N,144,3,0,12269,1766736,8,141338.88,12269,Y,N,,Y,Y,0;141338.89,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066499,13,2025-02-03 15:17:44,1057348,19076,N,3,0,3,814815,2444445,8,195555.6,814815,N,N,,N,Y,0,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066500,14,2025-02-03 15:17:44,1057348;1057445,80107,N,240,5,0,17593,4222320,8,337785.6,17593,Y,N,,Y,Y,0;337785.19,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066501,15,2025-02-03 15:17:44,1057348,28007,N,200,0,200,43322,8664400,8,693152,43322,N,N,,N,Y,0,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066502,16,2025-02-03 15:17:44,1057348,43023,N,12,1,0,279545,3354540,8,268363.2,279545,N,N,,N,Y,0,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066503,17,2025-02-03 15:17:44,1057348,70009,N,12,1,0,391761,4701132,8,376090.56,391761,N,N,,N,Y,0,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066504,18,2025-02-03 15:17:44,1057348,29189,N,36,3,0,779792,28072512,8,2245800.96,779792,N,N,,N,Y,0,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066505,19,2025-02-03 15:17:44,1057348,10030,N,6,0,6,408775,2452650,8,196212,408775,N,N,,N,Y,0,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,10330173857066506,20,2025-02-03 15:17:44,1057348,76035,N,24,1,0,287292,6895008,8,551600.64,287292,N,N,,N,Y,0,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,11567751,21,2025-02-03 15:17:44,1057445,,Y,1,0,1,479124.07,479124.07,8,38329.93,0,N,N,,Y,Y,479124.07,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,11567752,22,2025-02-03 15:17:44,1057447,,Y,1,0,1,435570.37,435570.37,8,34845.63,0,N,N,,Y,Y,435570.37,,1000102,
90918816A,Promotion Order,,12375065,1002206,100082124,78168,2008,10158,11567753,23,2025-02-03 15:17:44,1057449,,Y,1,0,1,720582.41,720582.41,8,57646.59,0,N,N,,Y,Y,720582.41,,1000102,
