DocumentNo,Pattern,Serial,InvoiceNumber,MCCQThue,Message
1IM22502-10056,6/001,C25NSG,00000504,004044491CEC10407F853A6A5DD6E319AF,TransactionID: 0cce6018-93d1-497d-abcb-c64a51187a7a -> Invoice with fkey 1IM22502-10056- Accepted at 2/5/2025 11:30:22 AM
