DocumentNo,Pattern,Serial,InvoiceNumber,MCCQThue,Message
1IM22502-10080,6/001,C25NSG,00000532,00EA61B043D6BF479297096E3262F64E78,TransactionID: d8d4965e-220e-4ce6-9e61-4560a40983b5 -> Invoice with fkey 1IM22502-10080- Accepted at 2/7/2025 10:03:23 AM
