6984.1,Promotion Order,,160109,1002207,100067905,70281,6364,7964,8134173916200601,1,2025-02-10 11:33:25,1057357,45181,N,12,0,12,388636,4663632,8,373090.56,388636,N,N,,N,Y,0,,1000103,
6984.1,Promotion Order,,160109,1002207,100067905,70281,6364,7964,8134173916200602,2,2025-02-10 11:33:25,1057357;1058779,76036,N,120,10,0,593898,71267760,8,5701420.8,593898,N,N,,Y,Y,0;0,,1000103,
6984.1,Promotion Order,,160109,1002207,100067905,70281,6364,7964,11608798,3,2025-02-10 11:33:25,1058779,P25006,N,30,30,0,0,0,0,0,0,N,Y,8134173916200602,Y,N,0,,1000103,
6984.1,Promotion Order,,160109,1002207,100067905,70281,6364,7964,8134173916200603,4,2025-02-10 11:33:25,1057357;1056754,29044,N,44,0,44,775833,34136652,8,2730932.16,775833,N,N,,Y,Y,0;0,,1000103,
6984.1,Promotion Order,,160109,1002207,100067905,70281,6364,7964,11608800,5,2025-02-10 11:33:25,1056754,L2424,N,11,11,0,0,0,0,0,0,N,Y,8134173916200603,Y,N,0,,1000103,
6984.1,Promotion Order,,160109,1002207,100067905,70281,6364,7964,8134173916200604,6,2025-02-10 11:33:25,1057357,89012,N,24,1,0,364778,8754672,8,700373.76,364778,N,N,,N,Y,0,,1000103,
6984.1,Promotion Order,,160109,1002207,100067905,70281,6364,7964,8134173916200605,7,2025-02-10 11:33:25,1057357,89017,N,12,1,0,781278,9375336,8,750026.88,781278,N,N,,N,Y,0,,1000103,
6984.1,Promotion Order,,160109,1002207,100067905,70281,6364,7964,8134173916200606,8,2025-02-10 11:33:25,1057357,89013,N,24,2,0,781278,18750672,8,1500053.76,781278,N,N,,N,Y,0,,1000103,
6984.1,Promotion Order,,160109,1002207,100067905,70281,6364,7964,8134173916200607,9,2025-02-10 11:33:25,1057357,89015,N,12,1,0,781278,9375336,8,750026.88,781278,N,N,,N,Y,0,,1000103,
6984.1,Promotion Order,,160109,1002207,100067905,70281,6364,7964,8134173916200608,10,2025-02-10 11:33:25,1057357,35023,N,24,1,0,36750,882000,8,70560,36750,N,N,,N,Y,0,,1000103,
6984.1,Promotion Order,,160109,1002207,100067905,70281,6364,7964,8134173916200609,11,2025-02-10 11:33:25,1057357;1057449,35027,N,384,8,0,19850,7622400,8,609792,19850,Y,N,,Y,Y,0;609791.67,,1000103,
6984.1,Promotion Order,,160109,1002207,100067905,70281,6364,7964,8134173916200610,12,2025-02-10 11:33:25,1057357;1057445,80106,N,192,4,0,12269,2355648,8,188451.84,12269,Y,N,,Y,Y,0;188451.85,,1000103,
6984.1,Promotion Order,,160109,1002207,100067905,70281,6364,7964,11608808,13,2025-02-10 11:33:25,1057445,,Y,1,0,1,188451.85,188451.85,8,15076.15,0,N,N,,Y,Y,188451.85,,1000103,
6984.1,Promotion Order,,160109,1002207,100067905,70281,6364,7964,11608809,14,2025-02-10 11:33:25,1057449,,Y,1,0,1,609791.67,609791.67,8,48783.33,0,N,N,,Y,Y,609791.67,,1000103,
