2506046659345.,Promotion Order,,12165558,1002207,100065035,65475,6364,7964,7895173883003488,1,2025-02-06 15:20:34,1057357,89015,N,36,3,0,781278,28126008,8,2250080.64,781278,N,N,,N,Y,0,,1000103,
2506046659345.,Promotion Order,,12165558,1002207,100065035,65475,6364,7964,7895173883003489,2,2025-02-06 15:20:34,1057357,29046,N,12,1,0,775833,9309996,8,744799.68,775833,N,N,,N,Y,0,,1000103,
2506046659345.,Promotion Order,,12165558,1002207,100065035,65475,6364,7964,7895173883003490,3,2025-02-06 15:20:34,1057357,29189,N,7,0,7,775833,5430831,8,434466.48,775833,N,N,,N,Y,0,,1000103,
2506046659345.,Promotion Order,,12165558,1002207,100065035,65475,6364,7964,7895173883003491,4,2025-02-06 15:20:34,1057357,29044,N,29,0,29,775833,22499157,8,1799932.56,775833,N,N,,N,Y,0,,1000103,
2506046659345.,Promotion Order,,12165558,1002207,100065035,65475,6364,7964,7895173883003492,5,2025-02-06 15:20:34,1057357,83008,N,12,1,0,821204,9854448,8,788355.84,821204,N,N,,N,Y,0,,1000103,
2506046659345.,Promotion Order,,12165558,1002207,100065035,65475,6364,7964,7895173883003493,6,2025-02-06 15:20:34,1057357;1058779,76032,N,30,5,0,1023102,30693060,8,2455444.8,1023102,N,N,,Y,Y,0;0,,1000103,
2506046659345.,Promotion Order,,12165558,1002207,100065035,65475,6364,7964,11589842,7,2025-02-06 15:20:34,1058779,P25006,N,15,15,0,0,0,0,0,0,N,Y,7895173883003493;7895173883003495,Y,N,0,,1000103,
2506046659345.,Promotion Order,,12165558,1002207,100065035,65475,6364,7964,7895173883003494,8,2025-02-06 15:20:34,1057357,76178,N,15,0,15,593898,8908470,8,712677.6,593898,N,N,,N,Y,0,,1000103,
2506046659345.,Promotion Order,,12165558,1002207,100065035,65475,6364,7964,7895173883003495,9,2025-02-06 15:20:34,1057357;1058779,76036,N,21,0,21,593898,12471858,8,997748.64,593898,N,N,,Y,Y,0;0,,1000103,
2506046659345.,Promotion Order,,12165558,1002207,100065035,65475,6364,7964,7895173883003496,10,2025-02-06 15:20:34,1057357;1058365,48038,N,12,2,0,537663,6451956,8,516156.48,537663,N,N,,Y,Y,0;0,,1000103,
2506046659345.,Promotion Order,,12165558,1002207,100065035,65475,6364,7964,11589846,11,2025-02-06 15:20:34,1058365,G2467,N,9,9,0,0,0,0,0,0,N,Y,7895173883003496;7895173883003497,Y,N,0,,1000103,
2506046659345.,Promotion Order,,12165558,1002207,100065035,65475,6364,7964,7895173883003497,12,2025-02-06 15:20:34,1057357;1058365,45031,N,6,1,0,657727,3946362,8,315708.96,657727,N,N,,Y,Y,0;0,,1000103,
