DocumentNo,Pattern,Serial,InvoiceNumber,DocumentType,MCCQThue,Message,Reversal
1S062502-10001,1/001,C25TSG,00007408,Topline - Register Promotion Order,00D33803FCB44D451EB11BA303A591357D,TransactionID: a715ce93-c0ab-4913-807a-4d630021be33 -> Invoice with fkey 1S062502-10001- Accepted at 2/3/2025 6:54:26 PM,Normal
