4168217422,Promotion Order,,12373747_2,1002207,219000158,62447,760,,10619173863962090,1,2025-02-04 10:27:00,1057363,89015,N,1,0,1,781278,781278,8,62502.24,781278,N,N,,N,Y,0,,1000105,
4168217422,Promotion Order,,12373747_2,1002207,219000158,62447,760,,10619173863962091,2,2025-02-04 10:27:00,1057363,89017,N,1,0,1,781278,781278,8,62502.24,781278,N,N,,N,Y,0,,1000105,
4168217422,Promotion Order,,12373747_2,1002207,219000158,62447,760,,10619173863962092,3,2025-02-04 10:27:00,1057363,89016,N,1,0,1,364778,364778,8,29182.24,364778,N,N,,N,Y,0,,1000105,
4168217422,Promotion Order,,12373747_2,1002207,219000158,62447,760,,10619173863962093,4,2025-02-04 10:27:00,1057363,89013,N,1,0,1,781278,781278,8,62502.24,781278,N,N,,N,Y,0,,1000105,
4168217422,Promotion Order,,12373747_2,1002207,219000158,62447,760,,10619173863962094,5,2025-02-04 10:27:00,1057363,89012,N,1,0,1,364778,364778,8,29182.24,364778,N,N,,N,Y,0,,1000105,
4168217422,Promotion Order,,12373747_2,1002207,219000158,62447,760,,10619173863962095,6,2025-02-04 10:27:00,1057363,83008,N,1,0,1,821204,821204,8,65696.32,821204,N,N,,N,Y,0,,1000105,
4168217422,Promotion Order,,12373747_2,1002207,219000158,62447,760,,10619173863962096,7,2025-02-04 10:27:00,1057363,29044,N,1,0,1,775833,775833,8,62066.64,775833,N,N,,N,Y,0,,1000105,
4168217422,Promotion Order,,12373747_2,1002207,219000158,62447,760,,10619173863962097,8,2025-02-04 10:27:00,1057363,89014,N,1,0,1,781278,781278,8,62502.24,781278,N,N,,N,Y,0,,1000105,
4168217422,Promotion Order,,12373747_2,1002207,219000158,62447,760,,10619173863962098,9,2025-02-04 10:27:00,1057363,29046,N,1,0,1,775833,775833,8,62066.64,775833,N,N,,N,Y,0,,1000105,
4168217422,Promotion Order,,12373747_2,1002207,219000158,62447,760,,10619173863962099,10,2025-02-04 10:27:00,1057363,65002,N,24,0,24,35185,844440,8,67555.2,35185,N,N,,N,Y,0,,1000105,
