DocumentNo,Pattern,Serial,InvoiceNumber,MCCQThue,Message
7IM22502-10003,6/001,C25NHN,00000059,0082456E9F8F654F0E9F700469934BBDF0,TransactionID: 78ce3832-4d27-4cb9-903a-d9a0263f0444 -> Invoice with fkey 7IM22502-10003- Accepted at 2/4/2025 11:00:30 AM
