DocumentNo,Pattern,Serial,InvoiceNumber,DocumentType,MCCQThue,Message,Reversal
1AR12411-11602,1/001,C24THN,00009039,Promotion Invoice,,K01082128031456935CB13F49EDB529B2BF1353583B,NO


home/awslqatftp/apple_filesrv/HDDT/OUTPUT/CSV/R1
