DocumentNo,Pattern,Serial,InvoiceNumber,DocumentType,MCCQThue,Message,Reversal
7SO32502-11144,1/001,C25THN,00006344,Promotion Order,00D7A35C05DA3E483692D7E7AE00F3752A,TransactionID: 2082b12f-f9cc-4c64-839d-2c8be0bc0c5d -> Invoice with fkey 7SO32502-11144- Accepted at 2/6/2025 4:05:22 PM,Normal
