DocumentNo,Pattern,Serial,InvoiceNumber,DocumentType,MCCQThue,Message,Reversal
4AR12502-10635,1/001,C25TNT,00002548,Commercial Discount Invoice,0015F23A108C3241AC94919B8F7C6B3FB8,TransactionID: 147e2e1d-5eaa-4dc4-a8e4-a5ced8f38172 -> Invoice with fkey 4AR12502-10635- Accepted at 2/8/2025 3:50:38 PM,Normal
