PO100430825,Promotion Order,PO_DA_GT-,12014318_1,1008094,326000332,1739194,160,,950552,1,2025-02-03 14:46:01,Normal Sales,19076,N,18,3,0,814814.81,14666666.58,8,1173333.33,814814.81,N,N,,N,N,0,GT,1000105,
PO100430825,Promotion Order,PO_DA_GT-,12014318_1,1008094,326000332,1739194,160,,950553,2,2025-02-03 14:46:01,Normal Sales,19077,N,24,2,0,487272.73,11694545.52,8,935563.64,487272.73,N,N,,N,N,0,GT,1000105,
