90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736679,1,2025-02-03 11:36:06,1057348,79006,N,120,5,0,52169,6260280,8,500822.4,52169,N,N,,N,Y,0,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736680,2,2025-02-03 11:36:06,1057348,89017,N,12,0,12,785264,9423168,8,753853.44,785264,N,N,,N,Y,0,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736681,3,2025-02-03 11:36:06,1057348,89016,N,12,0,12,366639,4399668,8,351973.44,366639,N,N,,N,Y,0,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736682,4,2025-02-03 11:36:06,1057348,89013,N,6,0,6,785264,4711584,8,376926.72,785264,N,N,,N,Y,0,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736683,5,2025-02-03 11:36:06,1057348,89012,N,12,0,12,366639,4399668,8,351973.44,366639,N,N,,N,Y,0,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736684,6,2025-02-03 11:36:06,1057348,83008,N,6,0,6,825394,4952364,8,396189.12,825394,N,N,,N,Y,0,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736685,7,2025-02-03 11:36:06,1057348;1057447,77009,N,144,3,0,11343,1633392,8,130671.36,11343,Y,N,,Y,Y,0;130671.3,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736686,8,2025-02-03 11:36:06,1057348;1057449,35030,N,48,1,0,29299,1406352,8,112508.16,29299,Y,N,,Y,Y,0;112507.41,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736687,9,2025-02-03 11:36:06,1057348;1057449,35026,N,144,3,0,29299,4219056,8,337524.48,29299,Y,N,,Y,Y,0;337524.07,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736688,10,2025-02-03 11:36:06,1057348;1057449,35027,N,144,3,0,19951,2872944,8,229835.52,19951,Y,N,,Y,Y,0;229835.19,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736689,11,2025-02-03 11:36:06,1057348,32055,N,3,0,3,788181,2364543,8,189163.44,788181,N,N,,N,Y,0,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736690,12,2025-02-03 11:36:06,1057348;1057445,80107,N,48,1,0,17593,844464,8,67557.12,17593,Y,N,,Y,Y,0;67556.48,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736691,13,2025-02-03 11:36:06,1057348,35023,N,48,2,0,36938,1773024,8,141841.92,36938,N,N,,N,Y,0,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736692,14,2025-02-03 11:36:06,1057348,28007,N,96,0,96,43322,4158912,8,332712.96,43322,N,N,,N,Y,0,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736693,15,2025-02-03 11:36:06,1057348,65002,N,240,10,0,35185,8444400,8,675552,35185,N,N,,N,Y,0,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736694,16,2025-02-03 11:36:06,1057348,43023,N,6,0,6,279545,1677270,8,134181.6,279545,N,N,,N,Y,0,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736695,17,2025-02-03 11:36:06,1057348;1057447,77008,N,240,5,0,15856,3805440,8,304435.2,15856,Y,N,,Y,Y,0;304435.19,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,10262173855736696,18,2025-02-03 11:36:06,1057348,76035,N,12,0,12,287292,3447504,8,275800.32,287292,N,N,,N,Y,0,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,11564256,19,2025-02-03 11:36:06,1057445,,Y,1,0,1,67556.48,67556.48,8,5404.52,0,N,N,,Y,Y,67556.48,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,11564257,20,2025-02-03 11:36:06,1057447,,Y,1,0,1,435106.48,435106.48,8,34808.52,0,N,N,,Y,Y,435106.48,,1000105,
90774090,Promotion Order,,VC_12363150_1,1002206,100082317,78418,760,,11564258,21,2025-02-03 11:36:06,1057449,,Y,1,0,1,679866.67,679866.67,8,54389.33,0,N,N,,Y,Y,679866.67,,1000105,
