PO100430901,Promotion Order,PO_DA_GT-,12014318_1,1008094,326000332,1739194,160,,950718,1,2025-02-03 14:58:25,Normal Sales,77146,N,200,50,0,124768.49,24953698,8,1996295.84,124768.49,N,N,,N,N,0,GT,1000105,
PO100430901,Promotion Order,PO_DA_GT-,12014318_1,1008094,326000332,1739194,160,,950719,2,2025-02-03 14:58:25,Normal Sales,77153,N,200,50,0,174421.28,34884256,8,2790740.48,174421.28,N,N,,N,N,0,GT,1000105,
