DocumentNo,Pattern,Serial,InvoiceNumber,MCCQThue,Message
3IM22502-10046,6/001,C25NDN,00000044,007BF4401B15A2491F8C73BDF7D7AEB774,TransactionID: a0f02837-c058-4b48-80ba-40cca2f7647e -> Invoice with fkey 3IM22502-10046- Accepted at 2/7/2025 5:38:23 PM
