DocumentNo,Pattern,Serial,InvoiceNumber,DocumentType,MCCQThue,Message,Reversal
3SO32502-10030,1/001,C25TDN,00003401,Promotion Order,0097EA09437F4A4CE3890A72678DB46E8F,TransactionID: d6691555-b25b-4add-b500-d95d30112b60 -> Invoice with fkey 3SO32502-10030- Accepted at 2/3/2025 11:33:04 AM,Normal
