DocumentNo,Pattern,Serial,InvoiceNumber,MCCQThue,Message
1IM12502-10217,6/001,C25NSG,00000545,009EF874E871D14C47B85EBC518E77ACEB,TransactionID: bbfb8638-5c63-4e7f-b932-347ee487923d -> Invoice with fkey 1IM12502-10217- Accepted at 2/7/2025 4:35:30 PM
