DocumentNo,Pattern,Serial,InvoiceNumber,MCCQThue,Message
1IM22502-10023,6/001,C25NSG,00000472,00B251B47E72B24303981A41FD94D5A9E3,TransactionID: f47801c2-5396-4143-9385-a11d5cb11c1a -> Invoice with fkey 1IM22502-10023- Accepted at 2/4/2025 9:22:25 AM
