DocumentNo,Pattern,Serial,InvoiceNumber,MCCQThue,Message
1IM22502-10081,6/001,C25NSG,00000542,00B8FCBF1FE5D0493F9FC41423451D7E84,TransactionID: 53f1d4fb-32a1-4846-92e0-b902f8022125 -> Invoice with fkey 1IM22502-10081- Accepted at 2/7/2025 2:57:22 PM
