DocumentNo,Pattern,Serial,InvoiceNumber,MCCQThue,Message
1IM22502-10096,6/001,C25NSG,00000551,0063AA5989497D40E09FDB3D6D9B9E4B0F,TransactionID: 0ccbc2e4-066a-4d26-95c7-f778241c0331 -> Invoice with fkey 1IM22502-10096- Accepted at 2/8/2025 9:52:24 AM
