M0000001594800,Promotion Order,,10694142,1010842,D10060156,43827,9358,,11585834,1,2025-02-06 09:21:27,Normal Sales,51021,N,24,1,0,255327.27,6127854.48,8,490228.36,255327.27,N,N,,N,N,0,,1000102,
M0000001594800,Promotion Order,,10694142,1010842,D10060156,43827,9358,,11585835,2,2025-02-06 09:21:27,Normal Sales,85005,N,24,1,0,274350,6584400,8,526752,274350,N,N,,N,N,0,,1000102,
