A2506046716991,Promotion Order,,110473,1002207,110000045,1101089,2008,,8230173917463085,1,2025-02-10 15:03:50,1057357,29046,N,36,3,0,775833,27929988,8,2234399.04,775833,N,N,,N,Y,0,,1000102,
A2506046716991,Promotion Order,,110473,1002207,110000045,1101089,2008,,8230173917463086,2,2025-02-10 15:03:50,1057357,29044,N,36,3,0,775833,27929988,8,2234399.04,775833,N,N,,N,Y,0,,1000102,
A2506046716991,Promotion Order,,110473,1002207,110000045,1101089,2008,,8230173917463087,3,2025-02-10 15:03:50,1057357,76036,N,12,1,0,593898,7126776,8,570142.08,593898,N,N,,N,Y,0,,1000102,
A2506046716991,Promotion Order,,110473,1002207,110000045,1101089,2008,,8230173917463088,4,2025-02-10 15:03:50,1057357,48038,N,6,1,0,537663,3225978,8,258078.24,537663,N,N,,N,Y,0,,1000102,
