OSP2502TND_Sales10760469khoAVN50,Promotion Order,OSP2502TND_Sales10760469khoAVN50,910004,1008094,100052545,65063,158,,11608035,1,2025-02-10 10:28:39,1058048,35026,N,48,0,48,29745.37,1427777.76,8,114222.22,29745.37,Y,N,,Y,Y,713888.89,,1000102,
OSP2502TND_Sales10760469khoAVN50,Promotion Order,OSP2502TND_Sales10760469khoAVN50,910004,1008094,100052545,65063,158,,11608039,2,2025-02-10 10:28:39,1058048,,Y,1,0,1,713888.89,713888.89,8,57111.11,0,N,N,,Y,Y,713888.89,,1000102,
