DocumentNo,Pattern,Serial,InvoiceNumber,DocumentType,MCCQThue,Message,Reversal
5SO32502-10637,1/001,C25TDG,00002821,Promotion Order,00DAB225CBCDC0409486DA67D92821A64F,TransactionID: 0f451486-ef81-43cc-987d-1c7ba45b327e -> Invoice with fkey 5SO32502-10637- Accepted at 2/7/2025 1:48:38 PM,Normal
