250210-01002-00159,Promotion Order,,110433,1002207,110000048,61015,2008,,8233173918025170,4,2025-02-10 16:37:31,1057347,65002,N,600,25,0,35185,21111000,8,1688880,35185,N,N,,N,Y,0,,1000102,
250210-01002-00159,Promotion Order,,110433,1002207,110000048,61015,2008,,8233173918025171,5,2025-02-10 16:37:31,1057347,35023,N,120,5,0,36750,4410000,8,352800,36750,N,N,,N,Y,0,,1000102,
250210-01002-00159,Promotion Order,,110433,1002207,110000048,61015,2008,,11614292,6,2025-02-10 16:37:31,1057449,,Y,1,0,1,900310.19,900310.19,8,72024.82,0,N,N,,Y,Y,900310.19,,1000102,
250210-01002-00159,Promotion Order,,110433,1002207,110000048,61015,2008,,8233173918025167,1,2025-02-10 16:37:31,1057347;1057449,35030,N,48,1,0,29151,1399248,8,111939.84,29151,Y,N,,Y,Y,0;111939.81,,1000102,
250210-01002-00159,Promotion Order,,110433,1002207,110000048,61015,2008,,8233173918025168,2,2025-02-10 16:37:31,1057347;1057449,35026,N,240,5,0,29151,6996240,8,559699.2,29151,Y,N,,Y,Y,0;559699.07,,1000102,
250210-01002-00159,Promotion Order,,110433,1002207,110000048,61015,2008,,8233173918025169,3,2025-02-10 16:37:31,1057347;1057449,35027,N,144,3,0,19850,2858400,8,228672,19850,Y,N,,Y,Y,0;228671.3,,1000102,
