M0000001595778,Promotion Order,AS.T02.L01.6298149,12339911_1,1013728,100076019,76053,47758,,11601147,1,2025-02-08 09:09:56,Normal Sales,33003,N,880,0,880,12037.04,10592595.2,8,847407.62,12037.04,N,N,,N,N,0,,1000102,
M0000001595778,Promotion Order,AS.T02.L01.6298149,12339911_1,1013728,100076019,76053,47758,,11601148,2,2025-02-08 09:09:56,Normal Sales,78103,N,30,0,30,66666.68,2000000.4,8,160000.03,66666.68,N,N,,N,N,0,,1000102,
