ZV10022025,Promotion Order,,12287948,1002206,100081962,80913,2008,10158,8210173917414600,1,2025-02-10 14:55:45,1057348;1057769,76032,N,102,17,0,1028322,104888844,8,8391107.52,1028322,N,N,,Y,Y,0;0,,1000102,
ZV10022025,Promotion Order,,12287948,1002206,100081962,80913,2008,10158,11611254,2,2025-02-10 14:55:45,1057769,P2301,N,34,34,0,0,0,0,0,0,N,Y,8210173917414600,Y,N,0,,1000102,
