90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,8235173865917984,1,2025-02-04 15:52:59,1057348,79006,N,24,0,24,52169,1252056,8,100164.48,52169,N,N,,N,Y,0,,1000102,
90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,8235173865917985,2,2025-02-04 15:52:59,1057348;1056756,89014,N,3,0,3,785264,2355792,8,188463.36,785264,N,N,,Y,Y,0;0,,1000102,
90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,11576348,3,2025-02-04 15:52:59,1056756,E2439,N,4,4,0,0,0,0,0,0,N,Y,8235173865917985;8235173865917986;8235173865917989,Y,N,0,,1000102,
90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,8235173865917986,4,2025-02-04 15:52:59,1057348;1056756,89017,N,6,0,6,785264,4711584,8,376926.72,785264,N,N,,Y,Y,0;0,,1000102,
90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,8235173865917987,5,2025-02-04 15:52:59,1057348,89016,N,6,0,6,366639,2199834,8,175986.72,366639,N,N,,N,Y,0,,1000102,
90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,8235173865917988,6,2025-02-04 15:52:59,1057348,89123,N,3,0,3,785264,2355792,8,188463.36,785264,N,N,,N,Y,0,,1000102,
90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,8235173865917989,7,2025-02-04 15:52:59,1057348;1056756,83008,N,3,0,3,825394,2476182,8,198094.56,825394,N,N,,Y,Y,0;0,,1000102,
90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,8235173865917990,8,2025-02-04 15:52:59,1057348;1057447,77009,N,96,0,96,11343,1088928,8,87114.24,11343,Y,N,,Y,Y,0;87113.89,,1000102,
90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,8235173865917991,9,2025-02-04 15:52:59,1057348,29046,N,3,0,3,779792,2339376,8,187150.08,779792,N,N,,N,Y,0,,1000102,
90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,8235173865917992,10,2025-02-04 15:52:59,1057348;1057449,35027,N,48,0,48,19951,957648,8,76611.84,19951,Y,N,,Y,Y,0;76611.11,,1000102,
90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,8235173865917993,11,2025-02-04 15:52:59,1057348,65002,N,48,0,48,35185,1688880,8,135110.4,35185,N,N,,N,Y,0,,1000102,
90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,8235173865917994,12,2025-02-04 15:52:59,1057348;1057447,77008,N,144,0,144,15856,2283264,8,182661.12,15856,Y,N,,Y,Y,0;182661.11,,1000102,
90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,8235173865917995,13,2025-02-04 15:52:59,1057348,76165,N,3,0,3,1028322,3084966,8,246797.28,1028322,N,N,,N,Y,0,,1000102,
90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,8235173865917996,14,2025-02-04 15:52:59,1057348,76036,N,3,0,3,596929,1790787,8,143262.96,596929,N,N,,N,Y,0,,1000102,
90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,8235173865917997,15,2025-02-04 15:52:59,1057348,76035,N,6,0,6,287292,1723752,8,137900.16,287292,N,N,,N,Y,0,,1000102,
90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,8235173865917998,16,2025-02-04 15:52:59,1057348,48038,N,3,0,3,540406,1621218,8,129697.44,540406,N,N,,N,Y,0,,1000102,
90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,11576362,17,2025-02-04 15:52:59,1057447,,Y,1,0,1,269775,269775,8,21582,0,N,N,,Y,Y,269775,,1000102,
90944529A,Promotion Order,,110354,1002206,100082207,78305,2008,10158,11576363,18,2025-02-04 15:52:59,1057449,,Y,1,0,1,76611.11,76611.11,8,6128.89,0,N,N,,Y,Y,76611.11,,1000102,
