91051268A,Promotion Order,,12287948,1002206,100082116,78161,2008,10158,8210173916900493,1,2025-02-10 13:30:04,1057348,79006,N,96,4,0,52169,5008224,8,400657.92,52169,N,N,,N,Y,0,,1000102,
91051268A,Promotion Order,,12287948,1002206,100082116,78161,2008,10158,8210173916900494,2,2025-02-10 13:30:04,1057348;1056756,89017,N,6,0,6,785264,4711584,8,376926.72,785264,N,N,,Y,Y,0;0,,1000102,
91051268A,Promotion Order,,12287948,1002206,100082116,78161,2008,10158,11609786,3,2025-02-10 13:30:04,1056756,E2439,N,2,2,0,0,0,0,0,0,N,Y,8210173916900494,Y,N,0,,1000102,
91051268A,Promotion Order,,12287948,1002206,100082116,78161,2008,10158,8210173916900495,4,2025-02-10 13:30:04,1057348,89016,N,6,0,6,366639,2199834,8,175986.72,366639,N,N,,N,Y,0,,1000102,
91051268A,Promotion Order,,12287948,1002206,100082116,78161,2008,10158,8210173916900496,5,2025-02-10 13:30:04,1057348;1057447,77009,N,144,3,0,11343,1633392,8,130671.36,11343,Y,N,,Y,Y,0;130671.3,,1000102,
91051268A,Promotion Order,,12287948,1002206,100082116,78161,2008,10158,8210173916900497,6,2025-02-10 13:30:04,1057348;1057445,80106,N,96,2,0,12269,1177824,8,94225.92,12269,Y,N,,Y,Y,0;94225.93,,1000102,
91051268A,Promotion Order,,12287948,1002206,100082116,78161,2008,10158,8210173916900498,7,2025-02-10 13:30:04,1057348,65002,N,120,5,0,35185,4222200,8,337776,35185,N,N,,N,Y,0,,1000102,
91051268A,Promotion Order,,12287948,1002206,100082116,78161,2008,10158,8210173916900499,8,2025-02-10 13:30:04,1057348;1057447,77008,N,240,5,0,15856,3805440,8,304435.2,15856,Y,N,,Y,Y,0;304435.19,,1000102,
91051268A,Promotion Order,,12287948,1002206,100082116,78161,2008,10158,8210173916900500,9,2025-02-10 13:30:04,1057348,10030,N,2,0,2,408775,817550,8,65404,408775,N,N,,N,Y,0,,1000102,
91051268A,Promotion Order,,12287948,1002206,100082116,78161,2008,10158,8210173916900501,10,2025-02-10 13:30:04,1057348;1057769,76036,N,4,0,4,596929,2387716,8,191017.28,596929,N,N,,Y,Y,0;0,,1000102,
91051268A,Promotion Order,,12287948,1002206,100082116,78161,2008,10158,11609794,11,2025-02-10 13:30:04,1057769,P2301,N,1,1,0,0,0,0,0,0,N,Y,8210173916900501,Y,N,0,,1000102,
91051268A,Promotion Order,,12287948,1002206,100082116,78161,2008,10158,11609795,12,2025-02-10 13:30:04,1057445,,Y,1,0,1,94225.93,94225.93,8,7538.07,0,N,N,,Y,Y,94225.93,,1000102,
91051268A,Promotion Order,,12287948,1002206,100082116,78161,2008,10158,11609796,13,2025-02-10 13:30:04,1057447,,Y,1,0,1,435106.48,435106.48,8,34808.52,0,N,N,,Y,Y,435106.48,,1000102,
