OSP0225AME_KimNhu_AVN20,Promotion Order,OSP0225AME_KimNhu_AVN20,920004,1008094,100052532,80469,1009,,11608469,1,2025-02-10 11:07:59,1058047,84002,N,5,0,5,495909.09,2479545.45,8,198363.64,495909.09,Y,N,,Y,Y,495909.26,,1000104,
OSP0225AME_KimNhu_AVN20,Promotion Order,OSP0225AME_KimNhu_AVN20,920004,1008094,100052532,80469,1009,,11608489,2,2025-02-10 11:07:59,1058047,,Y,1,0,1,495909.26,495909.26,8,39672.74,0,N,N,,Y,Y,495909.26,,1000104,
