V011643874906557,Promotion Order,,120347,1008094,D20010826,78544,2059,,7464173874906557,1,2025-02-05 16:51:05,1057319;1057325,89012,N,2,0,2,372222.22,744444.44,8,59555.56,372222.22,Y,N,,Y,N,8796.3;1851.85,,1000104,
V011643874906557,Promotion Order,,120347,1008094,D20010826,78544,2059,,7464173874906558,2,2025-02-05 16:51:05,1057316;1057325,84002,N,4,0,4,495909.09,1983636.36,8,158690.91,495909.09,Y,N,,Y,N,33640.74;7407.41,,1000104,
V011643874906557,Promotion Order,,120347,1008094,D20010826,78544,2059,,7464173874906559,3,2025-02-05 16:51:05,1057316;1057325,85005,N,12,0,12,295000,3540000,8,283200,295000,Y,N,,Y,N,50455.56;11111.11,,1000104,
V011643874906557,Promotion Order,,120347,1008094,D20010826,78544,2059,,7464173874906560,4,2025-02-05 16:51:05,1057326,80113,N,2,0,2,134953.72,269907.44,8,21592.6,134953.72,Y,N,,Y,N,1262.96,,1000104,
V011643874906557,Promotion Order,,120347,1008094,D20010826,78544,2059,,7464173874906561,5,2025-02-05 16:51:05,1057326;1057329,35171,N,4,1,0,222800.93,891203.72,8,71296.3,222800.93,Y,N,,Y,N,5092.59;20497.22,,1000104,
V011643874906557,Promotion Order,,120347,1008094,D20010826,78544,2059,,11584163,6,2025-02-05 16:51:05,1057316,,Y,1,0,1,84096.3,84096.3,8,6727.7,0,Y,N,,Y,N,84096.3,,1000104,
V011643874906557,Promotion Order,,120347,1008094,D20010826,78544,2059,,11584164,7,2025-02-05 16:51:05,1057319,,Y,1,0,1,8796.3,8796.3,8,703.7,0,Y,N,,Y,N,8796.3,,1000104,
V011643874906557,Promotion Order,,120347,1008094,D20010826,78544,2059,,11584165,8,2025-02-05 16:51:05,1057325,,Y,1,0,1,20370.37,20370.37,8,1629.63,0,Y,N,,Y,N,20370.37,,1000104,
V011643874906557,Promotion Order,,120347,1008094,D20010826,78544,2059,,11584166,9,2025-02-05 16:51:05,1057326,,Y,1,0,1,6355.56,6355.56,8,508.44,0,Y,N,,Y,N,6355.56,,1000104,
V011643874906557,Promotion Order,,120347,1008094,D20010826,78544,2059,,11584167,10,2025-02-05 16:51:05,1057329,,Y,1,0,1,20497.22,20497.22,8,1639.78,0,Y,N,,Y,N,20497.22,,1000104,
