DocumentNo,Pattern,Serial,InvoiceNumber,DocumentType,MCCQThue,Message,Reversal
1S062502-10002,1/001,C25TSG,00007684,Topline - Register Promotion Order,0006F08E7D19FF49679BDFE5D9AEC70FF4,TransactionID: 966fd92b-0514-4b16-acbb-fc54b16648d1 -> Invoice with fkey 1S062502-10002- Accepted at 2/4/2025 6:07:24 PM,Normal
