M0000001595899,Promotion Order,,12283639,1010842,100055067,61068,1459,,11602596,1,2025-02-08 12:50:41,Normal Sales,33003,N,96,2,0,11574.07,1111110.72,8,88888.86,11574.07,N,N,,N,N,0,,1000104,
M0000001595899,Promotion Order,,12283639,1010842,100055067,61068,1459,,11602597,2,2025-02-08 12:50:41,Normal Sales,35023,N,24,1,0,35625,855000,8,68400,35625,N,N,,N,N,0,,1000104,
M0000001595899,Promotion Order,,12283639,1010842,100055067,61068,1459,,11602598,3,2025-02-08 12:50:41,Normal Sales,85005,N,72,3,0,274350,19753200,8,1580256,274350,N,N,,N,N,0,,1000104,
M0000001595899,Promotion Order,,12283639,1010842,100055067,61068,1459,,11602599,4,2025-02-08 12:50:41,Normal Sales,68007,N,30,1,6,232500,6975000,8,558000,232500,N,N,,N,N,0,,1000104,
M0000001595899,Promotion Order,,12283639,1010842,100055067,61068,1459,,11602600,5,2025-02-08 12:50:41,Normal Sales,13017,N,24,1,0,221509.09,5316218.16,8,425297.45,221509.09,N,N,,N,N,0,,1000104,
M0000001595899,Promotion Order,,12283639,1010842,100055067,61068,1459,,11602601,6,2025-02-08 12:50:41,Normal Sales,67008,N,24,1,0,258286.36,6198872.64,8,495909.81,258286.36,N,N,,N,N,0,,1000104,
M0000001595899,Promotion Order,,12283639,1010842,100055067,61068,1459,,11602602,7,2025-02-08 12:50:41,Normal Sales,51021,N,72,3,0,255327.27,18383563.44,8,1470685.08,255327.27,N,N,,N,N,0,,1000104,
M0000001595899,Promotion Order,,12283639,1010842,100055067,61068,1459,,11602603,8,2025-02-08 12:50:41,Normal Sales,76035,N,72,3,0,277083.34,19950000.48,8,1596000.04,277083.34,N,N,,N,N,0,,1000104,
M0000001595899,Promotion Order,,12283639,1010842,100055067,61068,1459,,11602604,9,2025-02-08 12:50:41,Normal Sales,36019,N,12,0,12,250254.55,3003054.6,8,240244.37,250254.55,N,N,,N,N,0,,1000104,
M0000001595899,Promotion Order,,12283639,1010842,100055067,61068,1459,,11602605,10,2025-02-08 12:50:41,Normal Sales,14013,N,24,1,0,253636.36,6087272.64,8,486981.81,253636.36,N,N,,N,N,0,,1000104,
