M0000001594874,Promotion Order,,12283639,1010842,100055067,61068,1459,,11586752,1,2025-02-06 11:00:10,Normal Sales,33003,N,192,4,0,11574.07,2222221.44,8,177777.72,11574.07,N,N,,N,N,0,,1000104,
M0000001594874,Promotion Order,,12283639,1010842,100055067,61068,1459,,11586753,2,2025-02-06 11:00:10,Normal Sales,76035,N,72,3,0,277083.34,19950000.48,8,1596000.04,277083.34,N,N,,N,N,0,,1000104,
M0000001594874,Promotion Order,,12283639,1010842,100055067,61068,1459,,11586754,3,2025-02-06 11:00:10,Normal Sales,14013,N,36,1,12,253636.36,9130908.96,8,730472.72,253636.36,N,N,,N,N,0,,1000104,
M0000001594874,Promotion Order,,12283639,1010842,100055067,61068,1459,,11586755,4,2025-02-06 11:00:10,Normal Sales,35183,N,12,2,0,226064.81,2712777.72,8,217022.22,226064.81,N,N,,N,N,0,,1000104,
M0000001594874,Promotion Order,,12283639,1010842,100055067,61068,1459,,11586756,5,2025-02-06 11:00:10,Normal Sales,35182,N,24,4,0,153935.19,3694444.56,8,295555.56,153935.19,N,N,,N,N,0,,1000104,
M0000001594874,Promotion Order,,12283639,1010842,100055067,61068,1459,,11586757,6,2025-02-06 11:00:10,Normal Sales,78103,N,60,5,0,60277.76,3616665.6,8,289333.25,60277.76,N,N,,N,N,0,,1000104,
M0000001594874,Promotion Order,,12283639,1010842,100055067,61068,1459,,11586758,7,2025-02-06 11:00:10,Normal Sales,51021,N,6,0,6,255327.27,1531963.62,8,122557.09,255327.27,N,N,,N,N,0,,1000104,
M0000001594874,Promotion Order,,12283639,1010842,100055067,61068,1459,,11586759,8,2025-02-06 11:00:10,Normal Sales,85005,N,96,4,0,274350,26337600,8,2107008,274350,N,N,,N,N,0,,1000104,
M0000001594874,Promotion Order,,12283639,1010842,100055067,61068,1459,,11586760,9,2025-02-06 11:00:10,Normal Sales,35023,N,48,2,0,35625,1710000,8,136800,35625,N,N,,N,N,0,,1000104,
M0000001594874,Promotion Order,,12283639,1010842,100055067,61068,1459,,11586761,10,2025-02-06 11:00:10,Normal Sales,13017,N,24,1,0,221509.09,5316218.16,8,425297.45,221509.09,N,N,,N,N,0,,1000104,
