100062045,BHX_HGI_CTA - KHO DC CHAU THANH A,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÁCH HÓA XANH,01,,,BACHHOAXA,BHX_HGI_CTA - Kho DC Châu Thành A,128 Trần Quang Khải,Phường Tân Định,Quận 1,TP. Hồ Chí Minh&&Việt Nam,Phường Tân Định,QUAN 1,HCM,63287,0,MT,MM_C,0310471746,15ND,MT BHX Price list 1%,BACH HOA XANH,None,1791637382,VC_12373747_4,M&FS,N,N,H,1791637383,Y,,,,,,,,,,,P.Thu KH (trade),ART,,,N,Y,,,,,,,,,BANK,Y,Y,Y,1000104
100062045,BHX_HGI_CTA - KHO DC CHAU THANH A,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÁCH HÓA XANH,01,,,BACHHOAXA,,Thửa đất số 1061-1172-1174-2240-4930&& Tờ bản đồ số 2&& Ấp Tân Lợi,Thị trấn Một Ngàn,Huyện Châu Thành A,Tỉnh Hậu Giang&&Việt Nam,Thị trấn Một Ngàn,HUYEN CHAU THANH A,HGG,63288,0,MT,MM_C,0310471746,15ND,MT BHX Price list 1%,BACH HOA XANH,None,1791637382,VC_12373747_4,M&FS,N,N,H,1791637383,Y,,,,,,,,,,,P.Thu KH (trade),ART,,,Y,N,,,,,,,,,BANK,Y,Y,N,1000104
