7569858,Promotion Order,Import order,110019,1002529,100064925,65417,158,,10254578978954,1,2025-01-08 12:45:00,Normal Sales,10030,N,1,0,1,10005,10005,8,5,55,N,N,,N,N,0,,1000102,N

