DocumentNo,Pattern,Serial,InvoiceNumber,MCCQThue,Message
3IM22502-10027,6/001,C25NDN,00000035,007E6516DCF0264E7BA10E2AF9CC6912F8,TransactionID: 161ec1d1-4203-4937-906c-773f553812bf -> Invoice with fkey 3IM22502-10027- Accepted at 2/6/2025 11:04:24 AM
