DocumentNo,Pattern,Serial,InvoiceNumber,MCCQThue,Message
1IM12502-10097,6/001,C25NSG,00000495,00F51979D019F749F6A3E11C05E94593C4,TransactionID: d6ac82ea-e1f0-4605-8c6a-f9f69e75fdc0 -> Invoice with fkey 1IM12502-10097- Accepted at 2/5/2025 8:35:38 AM
