DocumentNo,Pattern,Serial,InvoiceNumber,MCCQThue,Message
1IM12502-10254,6/001,C25NSG,00000559,000E0E51866C6E41DDAB957B88B6E042D6,TransactionID: 9cebbedc-c91d-4b36-ac1b-2e6cc3db6bdc -> Invoice with fkey 1IM12502-10254- Accepted at 2/10/2025 8:45:23 AM
