DocumentNo,Pattern,Serial,InvoiceNumber,MCCQThue,Message
1IM22502-10110,6/001,C25NSG,00000584,00B0466DFDEBFC44AE8A5268385E5B1750,TransactionID: 7759b247-f295-4ec5-aaca-b63052b4d972 -> Invoice with fkey 1IM22502-10110- Accepted at 2/10/2025 10:23:24 AM
