645000361,XUAT HANG BAN NHAN VIEN,Xuất hàng bán nhân viên,01,,,,.,Đường Hồ Tông Thốc Khối 15,Phường Nghi Phú,TP. Vinh,Tỉnh Nghệ An,Phường Nghi Phú,TP. VINH,NAN,81410,090000000,IN,IN,,30ND,Price List for Special Order for Nationwide,3A-Special Order,None,,960004,IB,N,N,X,,Y,,,,,,,,,,,P.Thu KH (trade),ART,,,Y,Y,,,,,,,,,BANK,Y,Y,Y,1000108
645000361,XUAT HANG BAN NHAN VIEN,Xuất hàng bán nhân viên,01,,,,,. .,Xã Nghi Phú,TP. Vinh,Tỉnh Nghệ An,Xã Nghi Phú,TP. VINH,NAN,1117644,090000000,IN,IN,,30ND,Price List for Special Order for Nationwide,3A-Special Order,None,,960004,IB,N,N,X,,Y,,,,,,,,,,,P.Thu KH (trade),ART,,,Y,N,,,,,,,,,BANK,Y,Y,N,1000108
