OSP2502TND_IC12273965khoAVN50,Promotion Order,OSP2502TND_IC12273965khoAVN50,910004,1008094,100052545,65063,158,,11608008,1,2025-02-10 10:25:52,1058048,13015,N,1,0,1,506818.18,506818.18,8,40545.45,506818.18,Y,N,,Y,Y,253409.26,,1000102,
OSP2502TND_IC12273965khoAVN50,Promotion Order,OSP2502TND_IC12273965khoAVN50,910004,1008094,100052545,65063,158,,11608034,2,2025-02-10 10:25:52,1058048,,Y,1,0,1,253409.26,253409.26,8,20272.74,0,N,N,,Y,Y,253409.26,,1000102,
