100081970,CUA HANG CO.OP FOOD LE VAN LUONG 1187,LIÊN HIỆP HTX TM TP.HỒ CHÍ MINH,01,,,,Co-opFood LÊ VĂN LƯƠNG 1187,199-205 Nguyễn Thái Học,Phường Phạm Ngũ Lão,Quận 1,TP. Hồ Chí Minh,Phường Phạm Ngũ Lão,QUAN 1,HCM,77661,0372489123,MT,MM_C,0301175691,20ND,MT Price List 1.5%,COOP FOOD,None,2805143,12384344,M&FS,N,N,H,2805144,Y,,,,,,,,,,,P.Thu KH (trade),ART,,,N,Y,106.7040589,10.7005894,,,,,,,BANK,Y,Y,N,1000102
100081970,CUA HANG CO.OP FOOD LE VAN LUONG 1187,LIÊN HIỆP HTX TM TP.HỒ CHÍ MINH,01,,,,02069-CO.OPFOOD LE VAN LUONG 1187,1187 Lê Văn Lương&& Ấp 3,Xã Phước Kiển,Huyện Nhà Bè,TP. Hồ Chí Minh,Xã Phước Kiển,HUYEN NHA BE,HCM,78056,0372489123,MT,MM_C,0301175691,20ND,MT Price List 1.5%,COOP FOOD,None,2805143,12384344,M&FS,N,N,H,2805144,Y,,,,,,,,,,,P.Thu KH (trade),ART,,,Y,N,106.7040589,10.7005894,,,,,,,BANK,Y,Y,Y,1000102
