M0000001596442,Promotion Order,EAS.T02.L02.6230649,12339911_1,1013728,100078407,76671,47758,,11608825,1,2025-02-10 11:34:36,Normal Sales,89012,N,1,0,1,384259.26,384259.26,8,30740.74,384259.26,N,N,,N,N,0,,1000102,
M0000001596442,Promotion Order,EAS.T02.L02.6230649,12339911_1,1013728,100078407,76671,47758,,11608826,2,2025-02-10 11:34:36,Normal Sales,29043,N,1,0,1,372222.22,372222.22,8,29777.78,372222.22,N,N,,N,N,0,,1000102,
