90945469,Promotion Order,,VC_12373747_2,1002206,100082128,78172,2008,,10609173866092352,1,2025-02-04 16:22:03,1057348,89017,N,12,0,12,785264,9423168,8,753853.44,785264,N,N,,N,Y,0,,1000102,
90945469,Promotion Order,,VC_12373747_2,1002206,100082128,78172,2008,,10609173866092353,2,2025-02-04 16:22:03,1057348;1057447,77010,N,144,3,0,15619,2249136,8,179930.88,15619,Y,N,,Y,Y,0;179930.56,,1000102,
90945469,Promotion Order,,VC_12373747_2,1002206,100082128,78172,2008,,10609173866092354,3,2025-02-04 16:22:03,1057348;1057447,77009,N,240,5,0,11343,2722320,8,217785.6,11343,Y,N,,Y,Y,0;217785.19,,1000102,
90945469,Promotion Order,,VC_12373747_2,1002206,100082128,78172,2008,,10609173866092355,4,2025-02-04 16:22:03,1057348;1057449,35028,N,144,3,0,29299,4219056,8,337524.48,29299,Y,N,,Y,Y,0;337524.07,,1000102,
90945469,Promotion Order,,VC_12373747_2,1002206,100082128,78172,2008,,10609173866092356,5,2025-02-04 16:22:03,1057348,29046,N,12,1,0,779792,9357504,8,748600.32,779792,N,N,,N,Y,0,,1000102,
90945469,Promotion Order,,VC_12373747_2,1002206,100082128,78172,2008,,10609173866092357,6,2025-02-04 16:22:03,1057348,32056,N,6,0,6,460909,2765454,8,221236.32,460909,N,N,,N,Y,0,,1000102,
90945469,Promotion Order,,VC_12373747_2,1002206,100082128,78172,2008,,10609173866092358,7,2025-02-04 16:22:03,1057348;1057445,80107,N,144,3,0,17593,2533392,8,202671.36,17593,Y,N,,Y,Y,0;202671.3,,1000102,
90945469,Promotion Order,,VC_12373747_2,1002206,100082128,78172,2008,,10609173866092359,8,2025-02-04 16:22:03,1057348,35023,N,72,3,0,36938,2659536,8,212762.88,36938,N,N,,N,Y,0,,1000102,
90945469,Promotion Order,,VC_12373747_2,1002206,100082128,78172,2008,,10609173866092360,9,2025-02-04 16:22:03,1057348,28007,N,90,0,90,43322,3898980,8,311918.4,43322,N,N,,N,Y,0,,1000102,
90945469,Promotion Order,,VC_12373747_2,1002206,100082128,78172,2008,,10609173866092361,10,2025-02-04 16:22:03,1057348,65002,N,1200,50,0,35185,42222000,8,3377760,35185,N,N,,N,Y,0,,1000102,
90945469,Promotion Order,,VC_12373747_2,1002206,100082128,78172,2008,,10609173866092362,11,2025-02-04 16:22:03,1057348,43023,N,6,0,6,279545,1677270,8,134181.6,279545,N,N,,N,Y,0,,1000102,
90945469,Promotion Order,,VC_12373747_2,1002206,100082128,78172,2008,,10609173866092363,12,2025-02-04 16:22:03,1057348,70009,N,6,0,6,391761,2350566,8,188045.28,391761,N,N,,N,Y,0,,1000102,
90945469,Promotion Order,,VC_12373747_2,1002206,100082128,78172,2008,,10609173866092364,13,2025-02-04 16:22:03,1057348;1057447,77008,N,240,5,0,15856,3805440,8,304435.2,15856,Y,N,,Y,Y,0;304435.19,,1000102,
90945469,Promotion Order,,VC_12373747_2,1002206,100082128,78172,2008,,11577011,14,2025-02-04 16:22:03,1057445,,Y,1,0,1,202671.3,202671.3,8,16213.7,0,N,N,,Y,Y,202671.3,,1000102,
90945469,Promotion Order,,VC_12373747_2,1002206,100082128,78172,2008,,11577012,15,2025-02-04 16:22:03,1057447,,Y,1,0,1,702150.93,702150.93,8,56172.07,0,N,N,,Y,Y,702150.93,,1000102,
90945469,Promotion Order,,VC_12373747_2,1002206,100082128,78172,2008,,11577013,16,2025-02-04 16:22:03,1057449,,Y,1,0,1,337524.07,337524.07,8,27001.93,0,N,N,,Y,Y,337524.07,,1000102,
