DocumentNo,Pattern,Serial,InvoiceNumber,DocumentType,MCCQThue,Message,Reversal
7SO32502-10690,1/001,C25THN,00006019,Promotion Order,00C593CC5434054B7C80236976481902B8,TransactionID: eaca5881-a16c-4522-ba9b-6de26a63c610 -> Invoice with fkey 7SO32502-10690- Accepted at 2/5/2025 11:16:53 AM,Normal
